Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:17096, Thorium Plate
gregtech:gt.metaitem.01:17097, Uranium 235 Plate
gregtech:gt.metaitem.01:17098, Uranium 238 Plate
gregtech:gt.metaitem.01:17100, Plutonium 244 Plate
gregtech:gt.metaitem.01:17101, Plutonium 241 Plate
gregtech:gt.metaitem.01:17103, Americium Plate
gregtech:gt.metaitem.01:17129, Neutronium Plate
gregtech:gt.metaitem.01:17300, Bronze Plate
gregtech:gt.metaitem.01:17301, Brass Plate
gregtech:gt.metaitem.01:17302, Invar Plate
gregtech:gt.metaitem.01:17303, Electrum Plate
gregtech:gt.metaitem.01:17304, Wrought Iron Plate
gregtech:gt.metaitem.01:17305, Steel Plate
gregtech:gt.metaitem.01:17306, Stainless Steel Plate
gregtech:gt.metaitem.01:17307, Pig Iron Plate
gregtech:gt.metaitem.01:17308, Red Alloy Plate
gregtech:gt.metaitem.01:17309, Blue Alloy Plate
gregtech:gt.metaitem.01:17310, Cupronickel Plate
gregtech:gt.metaitem.01:17311, Nichrome Plate
gregtech:gt.metaitem.01:17312, Kanthal Plate
gregtech:gt.metaitem.01:17313, Magnalium Plate
gregtech:gt.metaitem.01:17314, Soldering Alloy Plate
gregtech:gt.metaitem.01:17315, Battery Alloy Plate
gregtech:gt.metaitem.01:17316, Tungstensteel Plate
gregtech:gt.metaitem.01:17317, Osmiridium Plate
gregtech:gt.metaitem.01:17318, Sunnarium Plate
gregtech:gt.metaitem.01:17319, Adamantium Plate
gregtech:gt.metaitem.01:17320, Fluxed Electrum Plate
gregtech:gt.metaitem.01:17321, Enderium Plate
gregtech:gt.metaitem.01:17322, HSLA Steel Plate
gregtech:gt.metaitem.01:17323, Infused Gold Plate
gregtech:gt.metaitem.01:17324, Naquadah Plate
gregtech:gt.metaitem.01:17325, Naquadah Alloy Plate
gregtech:gt.metaitem.01:17326, Enriched Naquadah Plate
gregtech:gt.metaitem.01:17327, Naquadria Plate
gregtech:gt.metaitem.01:17328, Duranium Plate
gregtech:gt.metaitem.01:17329, Tritanium Plate
gregtech:gt.metaitem.01:17330, Thaumium Plate
gregtech:gt.metaitem.01:17331, Mithril Plate
gregtech:gt.metaitem.01:17332, Midasium Plate
gregtech:gt.metaitem.01:17333, Astral Silver Plate
gregtech:gt.metaitem.01:17334, Black Steel Plate
gregtech:gt.metaitem.01:17335, Damascus Steel Plate
gregtech:gt.metaitem.01:17336, Shadowiron Plate
gregtech:gt.metaitem.01:17337, Shadowsteel Plate
gregtech:gt.metaitem.01:17338, Ironwood Plate
gregtech:gt.metaitem.01:17339, Steeleaf Plate
gregtech:gt.metaitem.01:17340, Meteoric Iron Plate
gregtech:gt.metaitem.01:17341, Meteoric Steel Plate
gregtech:gt.metaitem.01:17342, Dark Iron Plate
gregtech:gt.metaitem.01:17343, Cobalt Brass Plate
gregtech:gt.metaitem.01:17344, Ultimet Plate
gregtech:gt.metaitem.01:17345, Annealed Copper Plate
gregtech:gt.metaitem.01:17346, Fiery Steel Plate
gregtech:gt.metaitem.01:17347, Firestone Plate
gregtech:gt.metaitem.01:17348, Red Steel Plate
gregtech:gt.metaitem.01:17349, Blue Steel Plate
gregtech:gt.metaitem.01:17350, Sterling Silver Plate
gregtech:gt.metaitem.01:17351, Rose Gold Plate
gregtech:gt.metaitem.01:17352, Black Bronze Plate
gregtech:gt.metaitem.01:17353, Bismuth Bronze Plate
gregtech:gt.metaitem.01:17354, Magnetic Iron Plate
gregtech:gt.metaitem.01:17355, Magnetic Steel Plate
gregtech:gt.metaitem.01:17356, Magnetic Neodymium Plate
gregtech:gt.metaitem.01:17357, Vanadium-Gallium Plate
gregtech:gt.metaitem.01:17358, Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:17359, Niobium Nitride Plate
gregtech:gt.metaitem.01:17360, Niobium-Titanium Plate
gregtech:gt.metaitem.01:17361, Chromium Dioxide Plate
gregtech:gt.metaitem.01:17362, Knightmetal Plate
gregtech:gt.metaitem.01:17363, Tin Alloy Plate
gregtech:gt.metaitem.01:17364, Dark Steel Plate
gregtech:gt.metaitem.01:17370, Tungstencarbide Plate
gregtech:gt.metaitem.01:17371, Vanadiumsteel Plate
gregtech:gt.metaitem.01:17372, HSS-G Plate
gregtech:gt.metaitem.01:17373, HSS-E Plate
gregtech:gt.metaitem.01:17374, HSS-S Plate
gregtech:gt.metaitem.01:17470, Epoxid Plate
gregtech:gt.metaitem.01:17471, Polysiloxane Plate
gregtech:gt.metaitem.01:17472, Polycaprolactam Plate
gregtech:gt.metaitem.01:17473, Polytetrafluoroethylene Plate
gregtech:gt.metaitem.01:17489, Vulcanite Plate
gregtech:gt.metaitem.01:17490, Infuscolium Plate
gregtech:gt.metaitem.01:17500, Diamond Plate
gregtech:gt.metaitem.01:17501, Emerald Plate
gregtech:gt.metaitem.01:17502, Ruby Plate
gregtech:gt.metaitem.01:17503, Sapphire Plate
gregtech:gt.metaitem.01:17504, Green Sapphire Plate
gregtech:gt.metaitem.01:17505, Olivine Plate
gregtech:gt.metaitem.01:17506, Nether Star Plate
gregtech:gt.metaitem.01:17507, Topaz Plate
gregtech:gt.metaitem.01:17508, Tanzanite Plate
gregtech:gt.metaitem.01:17509, Amethyst Plate
gregtech:gt.metaitem.01:17510, Opal Plate
gregtech:gt.metaitem.01:17511, Jasper Plate
gregtech:gt.metaitem.01:17512, Ruby Plate
gregtech:gt.metaitem.01:17513, Blue Topaz Plate
gregtech:gt.metaitem.01:17514, Amber Plate
gregtech:gt.metaitem.01:17515, Dilithium Plate
gregtech:gt.metaitem.01:17516, Certus Quartz Plate
gregtech:gt.metaitem.01:17518, Forcicium Plate
gregtech:gt.metaitem.01:17519, Forcillium Plate
gregtech:gt.metaitem.01:17520, Monazite Plate
gregtech:gt.metaitem.01:17521, Force Plate
gregtech:gt.metaitem.01:17522, Nether Quartz Plate
gregtech:gt.metaitem.01:17523, Quartzite Plate
gregtech:gt.metaitem.01:17524, Lazurite Plate
gregtech:gt.metaitem.01:17525, Sodalite Plate
gregtech:gt.metaitem.01:17526, Lapis Plate
gregtech:gt.metaitem.01:17527, Red Garnet Plate
gregtech:gt.metaitem.01:17528, Yellow Garnet Plate
gregtech:gt.metaitem.01:17529, Vinteum Plate
gregtech:gt.metaitem.01:17530, Apatite Plate
gregtech:gt.metaitem.01:17531, Niter Plate
gregtech:gt.metaitem.01:17532, Enderpearl Plate
gregtech:gt.metaitem.01:17533, Endereye Plate
gregtech:gt.metaitem.01:17534, Phosphorus Plate
gregtech:gt.metaitem.01:17535, Coal Plate
gregtech:gt.metaitem.01:17536, Charcoal Plate
gregtech:gt.metaitem.01:17538, Lignite Coal Plate
gregtech:gt.metaitem.01:17540, Aer Crystal Plate
gregtech:gt.metaitem.01:17541, Ignis Crystal Plate
gregtech:gt.metaitem.01:17542, Terra Crystal Plate
gregtech:gt.metaitem.01:17543, Aqua Crystal Plate
gregtech:gt.metaitem.01:17544, Perditio Crystal Plate
gregtech:gt.metaitem.01:17545, Ordo Crystal Plate
gregtech:gt.metaitem.01:17770, Endium Plate
gregtech:gt.metaitem.01:17804, Obsidian Plate
gregtech:gt.metaitem.01:17809, Wood Plank
gregtech:gt.metaitem.01:17810, Redstone Plate
gregtech:gt.metaitem.01:17811, Glowstone Plate
gregtech:gt.metaitem.01:17812, Nikolite Plate
gregtech:gt.metaitem.01:17829, Deep Iron Plate
gregtech:gt.metaitem.01:17849, Black Granite Plate
gregtech:gt.metaitem.01:17850, Red Granite Plate
gregtech:gt.metaitem.01:17874, Polyethylene Sheet
gregtech:gt.metaitem.01:17880, Rubber Sheet
gregtech:gt.metaitem.01:17884, Desh Plate
gregtech:gt.metaitem.01:17889, Sealed Wood Plank
gregtech:gt.metaitem.01:17890, Glass Pane
gregtech:gt.metaitem.01:17947, Concrete Plate
gregtech:gt.metaitem.01:17950, Ignatius Plate
gregtech:gt.metaitem.01:17951, Vyroxeres Plate
gregtech:gt.metaitem.01:17952, Ceruclase Plate
gregtech:gt.metaitem.01:17953, Kalendrite Plate
gregtech:gt.metaitem.01:17954, Inolashite Plate
gregtech:gt.metaitem.01:17955, Sanguinite Plate
gregtech:gt.metaitem.01:17956, Tartarite Plate
gregtech:gt.metaitem.01:17957, Hepatizon Plate
gregtech:gt.metaitem.01:17958, Angmallen Plate
gregtech:gt.metaitem.01:17959, Eximite Plate
gregtech:gt.metaitem.01:17960, Prometheum Plate
gregtech:gt.metaitem.01:17961, Oureclase Plate
gregtech:gt.metaitem.01:17962, Carmot Plate
gregtech:gt.metaitem.01:17963, Haderoth Plate
gregtech:gt.metaitem.01:17964, Celenegil Plate
gregtech:gt.metaitem.01:17965, Atlarus Plate
gregtech:gt.metaitem.01:17966, Orichalcum Plate
gregtech:gt.metaitem.01:18006, Double Lithium Plate
gregtech:gt.metaitem.01:18008, Double Beryllium Plate
gregtech:gt.metaitem.01:18010, Double Carbon Plate
gregtech:gt.metaitem.01:18018, Double Magnesium Plate
gregtech:gt.metaitem.01:18019, Double Aluminium Plate
gregtech:gt.metaitem.01:18020, Double Silicon Plate
gregtech:gt.metaitem.01:18025, Double Potassium Plate
gregtech:gt.metaitem.01:18027, Double Scandium Plate
gregtech:gt.metaitem.01:18028, Double Titanium Plate
gregtech:gt.metaitem.01:18029, Double Vanadium Plate
gregtech:gt.metaitem.01:18030, Double Chrome Plate
gregtech:gt.metaitem.01:18031, Double Manganese Plate
gregtech:gt.metaitem.01:18032, Double Iron Plate
gregtech:gt.metaitem.01:18033, Double Cobalt Plate
gregtech:gt.metaitem.01:18034, Double Nickel Plate
gregtech:gt.metaitem.01:18035, Double Copper Plate
gregtech:gt.metaitem.01:18036, Double Zinc Plate
gregtech:gt.metaitem.01:18037, Double Gallium Plate
gregtech:gt.metaitem.01:18039, Double Arsenic Plate
gregtech:gt.metaitem.01:18043, Double Rubidium Plate
gregtech:gt.metaitem.01:18045, Double Yttrium Plate
gregtech:gt.metaitem.01:18047, Double Niobium Plate
gregtech:gt.metaitem.01:18048, Double Molybdenum Plate
gregtech:gt.metaitem.01:18052, Double Palladium Plate
gregtech:gt.metaitem.01:18054, Double Silver Plate
gregtech:gt.metaitem.01:18056, Double Indium Plate
gregtech:gt.metaitem.01:18057, Double Tin Plate
gregtech:gt.metaitem.01:18058, Double Antimony Plate
gregtech:gt.metaitem.01:18059, Double Tellurium Plate
gregtech:gt.metaitem.01:18062, Double Caesium Plate
gregtech:gt.metaitem.01:18064, Double Lanthanum Plate
gregtech:gt.metaitem.01:18065, Double Cerium Plate
gregtech:gt.metaitem.01:18066, Double Praseodymium Plate
gregtech:gt.metaitem.01:18067, Double Neodymium Plate
gregtech:gt.metaitem.01:18068, Double Promethium Plate
gregtech:gt.metaitem.01:18069, Double Samarium Plate
gregtech:gt.metaitem.01:18070, Double Europium Plate
gregtech:gt.metaitem.01:18071, Double Gadolinium Plate
gregtech:gt.metaitem.01:18072, Double Terbium Plate
gregtech:gt.metaitem.01:18073, Double Dysprosium Plate
gregtech:gt.metaitem.01:18074, Double Holmium Plate
gregtech:gt.metaitem.01:18075, Double Erbium Plate
gregtech:gt.metaitem.01:18076, Double Thulium Plate
gregtech:gt.metaitem.01:18077, Double Ytterbium Plate
gregtech:gt.metaitem.01:18078, Double Lutetium Plate
gregtech:gt.metaitem.01:18080, Double Tantalum Plate
gregtech:gt.metaitem.01:18081, Double Tungsten Plate
gregtech:gt.metaitem.01:18083, Double Osmium Plate
gregtech:gt.metaitem.01:18084, Double Iridium Plate
gregtech:gt.metaitem.01:18085, Double Platinum Plate
gregtech:gt.metaitem.01:18086, Double Gold Plate
gregtech:gt.metaitem.01:18089, Double Lead Plate
gregtech:gt.metaitem.01:18090, Double Bismuth Plate
gregtech:gt.metaitem.01:18096, Double Thorium Plate
gregtech:gt.metaitem.01:18097, Double Uranium 235 Plate
gregtech:gt.metaitem.01:18098, Double Uranium 238 Plate
gregtech:gt.metaitem.01:18100, Double Plutonium 244 Plate
gregtech:gt.metaitem.01:18101, Double Plutonium 241 Plate
gregtech:gt.metaitem.01:18103, Double Americium Plate
gregtech:gt.metaitem.01:18129, Double Neutronium Plate
gregtech:gt.metaitem.01:18300, Double Bronze Plate
gregtech:gt.metaitem.01:18301, Double Brass Plate
gregtech:gt.metaitem.01:18302, Double Invar Plate
gregtech:gt.metaitem.01:18303, Double Electrum Plate
gregtech:gt.metaitem.01:18304, Double Wrought Iron Plate
gregtech:gt.metaitem.01:18305, Double Steel Plate
gregtech:gt.metaitem.01:18306, Double Stainless Steel Plate
gregtech:gt.metaitem.01:18307, Double Pig Iron Plate
gregtech:gt.metaitem.01:18308, Double Red Alloy Plate
gregtech:gt.metaitem.01:18309, Double Blue Alloy Plate
gregtech:gt.metaitem.01:18310, Double Cupronickel Plate
gregtech:gt.metaitem.01:18311, Double Nichrome Plate
gregtech:gt.metaitem.01:18312, Double Kanthal Plate
gregtech:gt.metaitem.01:18313, Double Magnalium Plate
gregtech:gt.metaitem.01:18314, Double Soldering Alloy Plate
gregtech:gt.metaitem.01:18315, Double Battery Alloy Plate
gregtech:gt.metaitem.01:18316, Double Tungstensteel Plate
gregtech:gt.metaitem.01:18317, Double Osmiridium Plate
gregtech:gt.metaitem.01:18318, Double Sunnarium Plate
gregtech:gt.metaitem.01:18319, Double Adamantium Plate
gregtech:gt.metaitem.01:18320, Double Fluxed Electrum Plate
gregtech:gt.metaitem.01:18321, Double Enderium Plate
gregtech:gt.metaitem.01:18322, Double HSLA Steel Plate
gregtech:gt.metaitem.01:18323, Double Infused Gold Plate
gregtech:gt.metaitem.01:18324, Double Naquadah Plate
gregtech:gt.metaitem.01:18325, Double Naquadah Alloy Plate
gregtech:gt.metaitem.01:18326, Double Enriched Naquadah Plate
gregtech:gt.metaitem.01:18327, Double Naquadria Plate
gregtech:gt.metaitem.01:18328, Double Duranium Plate
gregtech:gt.metaitem.01:18329, Double Tritanium Plate
gregtech:gt.metaitem.01:18330, Double Thaumium Plate
gregtech:gt.metaitem.01:18331, Double Mithril Plate
gregtech:gt.metaitem.01:18332, Double Midasium Plate
gregtech:gt.metaitem.01:18333, Double Astral Silver Plate
gregtech:gt.metaitem.01:18334, Double Black Steel Plate
gregtech:gt.metaitem.01:18335, Double Damascus Steel Plate
gregtech:gt.metaitem.01:18336, Double Shadowiron Plate
gregtech:gt.metaitem.01:18337, Double Shadowsteel Plate
gregtech:gt.metaitem.01:18338, Double Ironwood Plate
gregtech:gt.metaitem.01:18339, Double Steeleaf Plate
gregtech:gt.metaitem.01:18340, Double Meteoric Iron Plate
gregtech:gt.metaitem.01:18341, Double Meteoric Steel Plate
gregtech:gt.metaitem.01:18342, Double Dark Iron Plate
gregtech:gt.metaitem.01:18343, Double Cobalt Brass Plate
gregtech:gt.metaitem.01:18344, Double Ultimet Plate
gregtech:gt.metaitem.01:18345, Double Annealed Copper Plate
gregtech:gt.metaitem.01:18346, Double Fiery Steel Plate
gregtech:gt.metaitem.01:18348, Double Red Steel Plate
gregtech:gt.metaitem.01:18349, Double Blue Steel Plate
gregtech:gt.metaitem.01:18350, Double Sterling Silver Plate
gregtech:gt.metaitem.01:18351, Double Rose Gold Plate
gregtech:gt.metaitem.01:18352, Double Black Bronze Plate
gregtech:gt.metaitem.01:18353, Double Bismuth Bronze Plate
gregtech:gt.metaitem.01:18354, Double Magnetic Iron Plate
gregtech:gt.metaitem.01:18355, Double Magnetic Steel Plate
gregtech:gt.metaitem.01:18356, Double Magnetic Neodymium Plate
gregtech:gt.metaitem.01:18357, Double Vanadium-Gallium Plate
gregtech:gt.metaitem.01:18358, Double Yttrium Barium Cuprate Plate
gregtech:gt.metaitem.01:18359, Double Niobium Nitride Plate
gregtech:gt.metaitem.01:18360, Double Niobium-Titanium Plate
gregtech:gt.metaitem.01:18361, Double Chromium Dioxide Plate
gregtech:gt.metaitem.01:18362, Double Knightmetal Plate
gregtech:gt.metaitem.01:18363, Double Tin Alloy Plate
gregtech:gt.metaitem.01:18364, Double Dark Steel Plate
gregtech:gt.metaitem.01:18370, Double Tungstencarbide Plate
gregtech:gt.metaitem.01:18371, Double Vanadiumsteel Plate
gregtech:gt.metaitem.01:18372, Double HSS-G Plate
gregtech:gt.metaitem.01:18373, Double HSS-E Plate
gregtech:gt.metaitem.01:18374, Double HSS-S Plate
gregtech:gt.metaitem.01:18470, Double Epoxid Plate
gregtech:gt.metaitem.01:18472, Double Polycaprolactam Plate
gregtech:gt.metaitem.01:18473, Double Polytetrafluoroethylene Plate
gregtech:gt.metaitem.01:18489, Double Vulcanite Plate
gregtech:gt.metaitem.01:18490, Double Infuscolium Plate
gregtech:gt.metaitem.01:18521, Double Force Plate
gregtech:gt.metaitem.01:18770, Double Endium Plate
gregtech:gt.metaitem.01:18829, Double Deep Iron Plate
gregtech:gt.metaitem.01:18879, Paperboard
gregtech:gt.metaitem.01:18884, Double Desh Plate
gregtech:gt.metaitem.01:18950, Double Ignatius Plate
gregtech:gt.metaitem.01:18951, Double Vyroxeres Plate
gregtech:gt.metaitem.01:18952, Double Ceruclase Plate
gregtech:gt.metaitem.01:18953, Double Kalendrite Plate
gregtech:gt.metaitem.01:18954, Double Inolashite Plate
gregtech:gt.metaitem.01:18955, Double Sanguinite Plate
gregtech:gt.metaitem.01:18956, Double Tartarite Plate
gregtech:gt.metaitem.01:18957, Double Hepatizon Plate
gregtech:gt.metaitem.01:18958, Double Angmallen Plate
gregtech:gt.metaitem.01:18959, Double Eximite Plate
gregtech:gt.metaitem.01:18960, Double Prometheum Plate
gregtech:gt.metaitem.01:18961, Double Oureclase Plate
gregtech:gt.metaitem.01:18962, Double Carmot Plate
gregtech:gt.metaitem.01:18963, Double Haderoth Plate
gregtech:gt.metaitem.01:18964, Double Celenegil Plate
gregtech:gt.metaitem.01:18965, Double Atlarus Plate
gregtech:gt.metaitem.01:18966, Double Orichalcum Plate
gregtech:gt.metaitem.01:19006, Triple Lithium Plate
gregtech:gt.metaitem.01:19008, Triple Beryllium Plate
gregtech:gt.metaitem.01:19010, Triple Carbon Plate
gregtech:gt.metaitem.01:19018, Triple Magnesium Plate
gregtech:gt.metaitem.01:19019, Triple Aluminium Plate
gregtech:gt.metaitem.01:19020, Triple Silicon Plate
gregtech:gt.metaitem.01:19025, Triple Potassium Plate
gregtech:gt.metaitem.01:19027, Triple Scandium Plate
gregtech:gt.metaitem.01:19028, Triple Titanium Plate
gregtech:gt.metaitem.01:19029, Triple Vanadium Plate
gregtech:gt.metaitem.01:19030, Triple Chrome Plate
gregtech:gt.metaitem.01:19031, Triple Manganese Plate
gregtech:gt.metaitem.01:19032, Triple Iron Plate
gregtech:gt.metaitem.01:19033, Triple Cobalt Plate
gregtech:gt.metaitem.01:19034, Triple Nickel Plate
gregtech:gt.metaitem.01:19035, Triple Copper Plate
gregtech:gt.metaitem.01:19036, Triple Zinc Plate
gregtech:gt.metaitem.01:19037, Triple Gallium Plate
gregtech:gt.metaitem.01:19039, Triple Arsenic Plate
gregtech:gt.metaitem.01:19043, Triple Rubidium Plate
gregtech:gt.metaitem.01:19045, Triple Yttrium Plate
gregtech:gt.metaitem.01:19047, Triple Niobium Plate
gregtech:gt.metaitem.01:19048, Triple Molybdenum Plate
gregtech:gt.metaitem.01:19052, Triple Palladium Plate
gregtech:gt.metaitem.01:19054, Triple Silver Plate
gregtech:gt.metaitem.01:19056, Triple Indium Plate
gregtech:gt.metaitem.01:19057, Triple Tin Plate
gregtech:gt.metaitem.01:19058, Triple Antimony Plate
gregtech:gt.metaitem.01:19059, Triple Tellurium Plate
gregtech:gt.metaitem.01:19062, Triple Caesium Plate
gregtech:gt.metaitem.01:19064, Triple Lanthanum Plate
gregtech:gt.metaitem.01:19065, Triple Cerium Plate
gregtech:gt.metaitem.01:19066, Triple Praseodymium Plate
gregtech:gt.metaitem.01:19067, Triple Neodymium Plate
gregtech:gt.metaitem.01:19068, Triple Promethium Plate
gregtech:gt.metaitem.01:19069, Triple Samarium Plate
gregtech:gt.metaitem.01:19070, Triple Europium Plate
gregtech:gt.metaitem.01:19071, Triple Gadolinium Plate
gregtech:gt.metaitem.01:19072, Triple Terbium Plate
gregtech:gt.metaitem.01:19073, Triple Dysprosium Plate
gregtech:gt.metaitem.01:19074, Triple Holmium Plate
gregtech:gt.metaitem.01:19075, Triple Erbium Plate
gregtech:gt.metaitem.01:19076, Triple Thulium Plate
gregtech:gt.metaitem.01:19077, Triple Ytterbium Plate
gregtech:gt.metaitem.01:19078, Triple Lutetium Plate
gregtech:gt.metaitem.01:19080, Triple Tantalum Plate
gregtech:gt.metaitem.01:19081, Triple Tungsten Plate
gregtech:gt.metaitem.01:19083, Triple Osmium Plate
gregtech:gt.metaitem.01:19084, Triple Iridium Plate
gregtech:gt.metaitem.01:19085, Triple Platinum Plate
gregtech:gt.metaitem.01:19086, Triple Gold Plate
gregtech:gt.metaitem.01:19089, Triple Lead Plate
gregtech:gt.metaitem.01:19090, Triple Bismuth Plate
gregtech:gt.metaitem.01:19096, Triple Thorium Plate
gregtech:gt.metaitem.01:19097, Triple Uranium 235 Plate
gregtech:gt.metaitem.01:19098, Triple Uranium 238 Plate
gregtech:gt.metaitem.01:19100, Triple Plutonium 244 Plate
gregtech:gt.metaitem.01:19101, Triple Plutonium 241 Plate
gregtech:gt.metaitem.01:19103, Triple Americium Plate
gregtech:gt.metaitem.01:19129, Triple Neutronium Plate
gregtech:gt.metaitem.01:19300, Triple Bronze Plate
gregtech:gt.metaitem.01:19301, Triple Brass Plate
gregtech:gt.metaitem.01:19302, Triple Invar Plate
gregtech:gt.metaitem.01:19303, Triple Electrum Plate
gregtech:gt.metaitem.01:19304, Triple Wrought Iron Plate
gregtech:gt.metaitem.01:19305, Triple Steel Plate
gregtech:gt.metaitem.01:19306, Triple Stainless Steel Plate
gregtech:gt.metaitem.01:19307, Triple Pig Iron Plate
gregtech:gt.metaitem.01:19308, Triple Red Alloy Plate
gregtech:gt.metaitem.01:19309, Triple Blue Alloy Plate
gregtech:gt.metaitem.01:19310, Triple Cupronickel Plate
gregtech:gt.metaitem.01:19311, Triple Nichrome Plate
gregtech:gt.metaitem.01:19312, Triple Kanthal Plate
gregtech:gt.metaitem.01:19313, Triple Magnalium Plate
gregtech:gt.metaitem.01:19314, Triple Soldering Alloy Plate
gregtech:gt.metaitem.01:19315, Triple Battery Alloy Plate
gregtech:gt.metaitem.01:19316, Triple Tungstensteel Plate
gregtech:gt.metaitem.01:19317, Triple Osmiridium Plate
gregtech:gt.metaitem.01:19318, Triple Sunnarium Plate
gregtech:gt.metaitem.01:19319, Triple Adamantium Plate
gregtech:gt.metaitem.01:19320, Triple Fluxed Electrum Plate
gregtech:gt.metaitem.01:19321, Triple Enderium Plate
gregtech:gt.metaitem.01:19322, Triple HSLA Steel Plate
gregtech:gt.metaitem.01:19323, Triple Infused Gold Plate
gregtech:gt.metaitem.01:19324, Triple Naquadah Plate
gregtech:gt.metaitem.01:19325, Triple Naquadah Alloy Plate
gregtech:gt.metaitem.01:19326, Triple Enriched Naquadah Plate
gregtech:gt.metaitem.01:19327, Triple Naquadria Plate
gregtech:gt.metaitem.01:19328, Triple Duranium Plate
gregtech:gt.metaitem.01:19329, Triple Tritanium Plate
gregtech:gt.metaitem.01:19330, Triple Thaumium Plate
gregtech:gt.metaitem.01:19331, Triple Mithril Plate
gregtech:gt.metaitem.01:19332, Triple Midasium Plate
gregtech:gt.metaitem.01:19333, Triple Astral Silver Plate
